review_id,text,rating,sentiment
478,"I absolutely love this gaming mouse, it works perfectly and customer service was very helpful.",4,positive
506,"Not worth it at all, it arrived very late :(",2,negative
272,"Completely useless, it is overpriced for what you get.",1,negative
416,"Very disappointed with the running shoes, it did not match the description. 👎",1,negative
574,"The smart watch is amazing, the sound quality is crisp. 😊",5,positive
1061,"Waste of money, the camera customer support never responded.",2,negative
797,"Waste of money, the desk lamp the packaging was damaged.",1,negative
285,"Not bad, not great, there is nothing extra to mention.",3,neutral
202,"Works like a charm, delivery was super fast.",5,positive
11,"This desk lamp is terrible, the material feels cheap.",1,negative
359,"Poor quality desk lamp, it did not match teh description.",1,negative
417,"teh coffee maker is fine I guess, it does the basic job.",3,neutral
208,"Works like a charm, battery life is outstanding.",5,positive
1128,"The smart watch is fine I guess, it looks similar to the pictures.",3,neutral
841,"I ABSOLUTELY LOVE THIS KEYBOARD, IT WORKS PERFECTLY AND IT LOOKS EVEN BETTER IN PERSON.",5,positive
837,"The running shoes is okay, nothing special, it looks similar to the pictures.",3,neutral
820,"This keyboard exceeded my expectations, the price was very reasonable for the quality.",5,positive
503,"Completely useless, it stopped working after a week.",1,negative
366,"The desk lamp is fine I guess, it looks similar to the pictures.",3,neutral
688,"I absolutely love this monitor, it works perfectly and delivery was super fast.",5,positive
927,"The smart watch does what it says, the colour was slightly different than shown.",3,neutral
51,"It arrived on time, the bluetooth speaker the instructions were a little unclear.",3,neutral
65,"Poor quality t-shirt, it is overpriced for what you get.",1,negative
1017,"The charger is okay, nothing special, the shipping took a bit longer than expected.",3,neutral
869,"The book broke within days, it arrived very late.",1,negative
223,"Super happy with this purchase, the phone case teh sound quality is crisp. ❤️",4,positive
1094,"VERY DISAPPOINTED WITH THE KITCHEN BLENDER, THE SIZE WAS COMPLETELY WRONG.",2,negative
1187,"Waste of money, the phone case the material feels cheap.",1,negative
1127,"This keyboard is terrible, it did not match the description.",1,negative
799,"This water bottle exceeded my expectations, the packaging was premium.",5,positive
656,"Completely useless, the battery drains too fast.",1,negative
606,"Standard backpack, some features were unnecessary.",3,neutral
918,"Decent t-shirt for the price, it looks similar to the pictures.",3,neutral
1055,"I regret buying this laptop, it arrived very late.",2,negative
382,"Super happy with this purchase, the camera teh sound quality is crisp.",4,positive
1084,"I absolutely love this kitchen blender, it works perfectly and delivery was super fast.",4,positive
553,Five stars! The keyboard delivery was super fast. 🔥,5,positive
749,"The office chair broke within days, customer support never responded.",2,negative
759,"It's an average tablet, it is comparable to other brands.",3,neutral
294,"Neutral experience overall, teh shipping took a bit longer than expected.",3,neutral
882,"Not bad, not gr8 the price is about average.",3,neutral
12,"Neutral experience overall, the price is about average.",3,neutral
116,"The office chair broke within days, it arrived very late.",1,negative
887,"Completely useless, the material feels cheap.",2,negative
466,"I absolutely love this kitchen blender, it works perfectly and the build quality is excellent.",5,positive
1139,"Not worth it at all, it is overpriced for what you get :(",1,negative
329,"I regret buying this running shoes, the battery drains too fast.",1,negative
526,"I absolutely love this monitor, it works perfectly and battery life is outstanding. 🔥",4,positive
774,"The office chair does what it says, the shipping took a bit longer than expected.",3,neutral
802,"teh office chair is amazing, delivery was super fast.",5,positive
911,"Waste of money, the water bottle there were missing parts. 👎",1,negative
62,"I regret buying this t-shirt, the battery drains too fast.",1,negative
6,"It's an average charger, the colour was slightly different than shown.",3,neutral
1161,"The kitchen blender does what it says, the instructions were a little unclear.",3,neutral
1086,"It arrived on time, the keyboard there is nothing extra to mention.",3,neutral
1073,"Poor quality backpack, it arrived very late.",2,negative
857,"Not worth it at all, it stopped working after a week :(",2,negative
969,"The tablet is okay, nothing special, the colour was slightly different than shown.",3,neutral
1026,"It's an average backpack, the price is about average.",3,neutral
763,"This t-shirt exceeded my expectations, it saved me so much time.",4,positive
177,"It's an average phone case, some features were unnecessary.",3,neutral
861,"The smart watch does what it says, some features were unnecessary.",3,neutral
916,"Fantastic quality coffee maker, customer service was very helpful :)",5,positive
407,"The t-shirt broke within days, the material feels cheap.",1,negative
676,Five stars! The water bottle the price was very reasonable for the quality.,4,positive
122,"I regret buying this backpack, it did not match the description.",2,negative
35,"This desk lamp is terrible, it stopped working after a week.",1,negative
1023,"The camera does what it says, some features were unnecessary.",3,neutral
1069,"The office chair is amazing, the sound quality is crisp.",5,positive
153,"Decent t-shirt for the price, some features were unnecessary.",3,neutral
445,Five stars! The monitor the build quality is excellent.,5,positive
347,"Very disappointed with the bluetooth speaker, the packaging was damaged.",2,negative
815,"Very disappointed with the office chair, it is overpriced for what you get.",1,negative
121,"Works like a charm, it fits perfectly. 😊",4,positive
582,"It works, but the price is about average.",3,neutral
807,"Neutral experience overall, the instructions were a little unclear.",3,neutral
486,"Standard tablet, the shipping took a bit longer than expected.",3,neutral
742,"Great value for money, this keyboard the packaging was premium.",4,positive
99,"Not bad, not great, there is nothing extra to mention.",3,neutral
1147,"I absolutely love this laptop, it works perfectly and customer service was very helpful.",5,positive
1180,"Great value for money, this t-shirt delivery was super fast.",5,positive
1148,"Not worth it at all, there were missing parts :(",2,negative
1010,"Poor quality laptop, it is overpriced for what you get.",1,negative
893,"Not worth it at all, it stopped working after a week :(",1,negative
105,"The tablet is fine I guess, it is comparable to other brands.",3,neutral
901,"This tablet exceeded my expectations, the sound quality is crisp.",5,positive
611,"Completely useless, it is overpriced for what you get.",1,negative
956,"Poor quality backpack, it arrived very late.",1,negative
224,"Do not buy this keyboard, the packaging was damaged.",1,negative
839,"This tablet is terrible, the size was completely wrong.",1,negative
636,"The water bottle is fine I guess, it looks similar to the pictures.",3,neutral
589,"This tablet exceeded my expectations, it looks even better in person.",4,positive
495,"Standard book, some features were unnecessary.",3,neutral
453,"The gaming mouse is fine I guess, the price is about average.",3,neutral
141,"Not bad, not great, the colour was slightly different than shown.",3,neutral
168,"Standard book, it does the basic job.",3,neutral
469,"This kitchen blender exceeded my expectations, teh packaging was premium. ❤️",4,positive
312,"The bluetooth speaker is okay, nothing special, the colour was slightly different than shown.",3,neutral
56,"Completely useless, the packaging was damaged.",2,negative
332,"Waste of money, the book the material feels cheap. 👎",2,negative
135,"The t-shirt does what it says, there is nothing extra to mention.",3,neutral
838,"Best keyboard I have ever bought, it looks even better in person!",4,positive
404,"I regret buying this backpack, teh packaging was damaged. 😡",2,negative
575,"Poor quality laptop, it did not match the description.",2,negative
898,"Highly recommend this charger, customer service was very helpful.",4,positive
565,"Great value for money, this kitchen blender it saved me so much time.",5,positive
1036,"Best water bottle I have ever bought, the packaging was premium!",5,positive
541,Five stars! The gaming mouse the price was very reasonable for teh quality.,4,positive
961,"I absolutely love this backpack, it works perfectly and delivery was super fast.",5,positive
569,"I regret buying this keyboard, the packaging was damaged.",1,negative
401,"Very disappointed with teh running shoes, the size was completely wrong.",1,negative
701,"Not worth it at all, the size was completely wrong :(",2,negative
758,"Poor quality desk lamp, it is overpriced for what you get.",1,negative
998,"Do not buy this laptop, it did not match the description.",2,negative
757,"Great value for money, this camera the sound quality is crisp.",5,positive
579,"Decent desk lamp for the price, the price is about average.",3,neutral
683,"Waste of money, the wireless earbuds customer support never responded.",2,negative
1176,"It arrived on time, the coffee maker it does the basic job.",3,neutral
164,"This t-shirt is terrible, it stopped working after a week.",2,negative
307,"Best charger I have ever bought, the packaging was premium!",4,positive
402,"It's an average book, it looks similar to the pictures.",3,neutral
500,"Not worth it at all, the battery drains too fast :(",1,negative
184,"Works like a charm, battery life is outstanding.",5,positive
54,"Decent charger for the price, the shipping took a bit longer than expected.",3,neutral
231,"The wireless earbuds is fine I guess, it looks similar to the pictures.",3,neutral
216,"NEUTRAL EXPERIENCE OVERALL, THE SHIPPING TOOK A BIT LONGER THAN EXPECTED.",3,neutral
975,"Neutral experience overall, the colour was slightly different than shown.",3,neutral
960,"Standard backpack, it looks similar to the pictures.",3,neutral
803,"The charger broke within days, it did not match the description. 😢",2,negative
386,"Do not buy this charger, it arrived very late. 👎",1,negative
299,"I regret buying this tablet, there were missing parts.",1,negative
507,"Neutral experience overall, it works as described, nothing more.",3,neutral
1135,"This desk lamp exceeded my expectations, the price was very reasonable for the quality.",4,positive
1197,"It arrived on time, the charger it looks similar to the pictures.",3,neutral
588,"teh charger is okay, nothing special, it works as described, nothing more.",3,neutral
281,"I regret buying this running shoes, the material feels cheap. 😢",1,negative
894,"teh monitor does what it says, the price is about average.",3,neutral
1129,"FANTASTIC QUALITY GAMING MOUSE, THE PRICE WAS VERY REASONABLE FOR THE QUALITY :)",4,positive
317,"Poor quality book, customer support never responded. 👎",2,negative
1130,"Worst tablet ever, the material feels cheap.",2,negative
1173,"Not bad, not gr8 there is nothing extra to mention.",3,neutral
150,"The camera is okay, nothing special, it works as described, nothing more.",3,neutral
966,"The laptop is okay, nothing special, the instructions were a little unclear.",3,neutral
888,"It arrived on time, the t-shirt the shipping took a bit longer than expected.",3,neutral
890,"I regret buying this laptop, there were missing parts.",1,negative
1154,"Do not buy this water bottle, the material feels cheap.",2,negative
225,"It works, but the price is about average.",3,neutral
304,"Super happy with this purchase, teh laptop the packaging was premium.",5,positive
149,"The t-shirt broke within days, it did not match teh description.",1,negative
324,"Standard monitor, some features were unnecessary.",3,neutral
472,"Works like a charm, it saved me so much time. 👍",4,positive
552,"Standard bluetooth speaker, the price is about average.",3,neutral
775,"Great value for money, this coffee maker delivery was super fast. ❤️",5,positive
942,"It arrived on time, the bluetooth speaker teh instructions were a little unclear.",3,neutral
110,"Waste of money, the running shoes the packaging was damaged. 😢",2,negative
228,"Standard charger, there is nothing extra to mention.",3,neutral
624,"Standard wireless earbuds, teh instructions were a little unclear.",3,neutral
1145,"Very disappointed with the water bottle, it is overpriced for what you get.",2,negative
1143,"The t-shirt is fine I guess, it is comparable to other brands.",3,neutral
374,"Very disappointed with the running shoes, it is overpriced for what you get. 👎",1,negative
328,"Great value for money, this smart watch battery life is outstanding.",5,positive
867,"The bluetooth speaker does what it says, teh shipping took a bit longer than expected.",3,neutral
398,"This desk lamp is terrible, it stopped working after a week.",1,negative
953,"Do not buy this t-shirt, there were missing parts.",2,negative
549,"It's an average desk lamp, it is comparable to other brands.",3,neutral
605,"Completely useless, the battery drains too fast.",2,negative
64,"THE BLUETOOTH SPEAKER IS AMAZING, BATTERY LIFE IS OUTSTANDING.",4,positive
319,"Super happy with this purchase, the book it saved me so much time.",5,positive
831,"It works, but it looks similar to the pictures.",3,neutral
1016,"Poor quality smart watch, it arrived very late.",1,negative
970,"I absolutely love this desk lamp, it works perfectly and the build quality is excellent.",4,positive
321,"Not bad, not great, it works as described, nothing more.",3,neutral
1090,"Works like a charm, it saved me so much time.",5,positive
377,"Waste of money, the water bottle it did not match the description.",1,negative
847,"gr8 value for money, this office chair it saved me so much time. 😊",4,positive
795,"It's an average smart watch, it is comparable to other brands.",3,neutral
718,"Works like a charm, it saved me so much time.",4,positive
607,"I absolutely love this tablet, it works perfectly and battery life is outstanding.",4,positive
349,"Best kitchen blender I have ever bought, delivery was super fast! ❤️",5,positive
672,"It's an average tablet, it looks similar to the pictures.",3,neutral
115,"Super happy with this purchase, the gaming mouse the sound quality is crisp.",4,positive
685,"I absolutely love this t-shirt, it works perfectly and battery life is outstanding. 😊",5,positive
298,"Highly recommend this charger, battery life is outstanding.",4,positive
950,"The office chair broke within days, it arrived very late.",2,negative
1116,"The office chair is okay, nothing special, the shipping took a bit longer than expected.",3,neutral
229,"Great value for money, this laptop it looks even better in person. 👍",5,positive
239,"Very disappointed with the charger, it did not match the description.",2,negative
1107,"It's an average running shoes, the instructions were a little unclear.",3,neutral
964,Five stars! The camera it saved me so much time. 👍,4,positive
985,"Super happy with this purchase, teh coffee maker it fits perfectly.",4,positive
787,"Great value for money, this smart watch teh packaging was premium.",4,positive
821,"This charger is terrible, it stopped working after a week.",2,negative
67,"I absolutely love this t-shirt, it works perfectly and it saved me so much time. 😊",5,positive
616,"I absolutely love this book, it works perfectly and battery life is outstanding.",4,positive
590,"I regret buying this coffee maker, it arrived very late.",2,negative
230,"The monitor broke within days, customer support never responded.",2,negative
341,"Completely useless, it is overpriced for what you get.",2,negative
93,"Not bad, not great, it looks similar to the pictures.",3,neutral
832,"Works like a charm, the price was very reasonable for the quality.",5,positive
713,"Not worth it at all, the battery drains too fast :(",2,negative
548,"I regret buying this wireless earbuds, the battery drains too fast.",2,negative
959,"I regret buying this keyboard, it is overpriced for what you get.",2,negative
127,"Super happy with this purchase, the charger the sound quality is crisp.",5,positive
854,"I regret buying this office chair, the packaging was damaged.",2,negative
971,"Poor quality desk lamp, the packaging was damaged.",1,negative
226,Five stars! The t-shirt customer service was very helpful.,5,positive
1190,"Do not buy this monitor, customer support never responded.",2,negative
393,"The camera does what it says, it works as described, nothing more.",3,neutral
335,"Very disappointed with the kitchen blender, there were missing parts. 👎",2,negative
165,"Standard kitchen blender, it is comparable to other brands.",3,neutral
1146,"The keyboard is fine I guess, it is comparable to other brands.",3,neutral
446,"I regret buying this running shoes, customer support never responded. 👎",2,negative
109,"Fantastic quality running shoes, battery life is outstanding :)",4,positive
865,"I absolutely love this desk lamp, it works perfectly and it fits perfectly.",4,positive
819,"Neutral experience overall, there is nothing extra to mention.",3,neutral
766,"This office chair exceeded my expectations, delivery was super fast. ❤️",4,positive
250,"teh charger is amazing, customer service was very helpful.",4,positive
247,"Fantastic quality charger, customer service was very helpful :)",4,positive
554,"COMPLETELY USELESS, THE SIZE WAS COMPLETELY WRONG.",2,negative
1092,"Standard camera, the instructions were a little unclear.",3,neutral
119,"This t-shirt is terrible, the material feels cheap. 👎",2,negative
457,"Best desk lamp I have ever bought, the packaging was premium! 🔥",4,positive
902,"Not worth it at all, the size was completely wrong :(",1,negative
479,"Completely useless, it arrived very late.",1,negative
562,"The tablet is amazing, it saved me so much time.",4,positive
309,"Not bad, not great, it is comparable to other brands.",3,neutral
1109,"The book broke within days, it did not match the description.",1,negative
510,"The desk lamp does what it says, the shipping took a bit longer than expected.",3,neutral
131,"Very disappointed with the backpack, the battery drains too fast.",1,negative
1149,"Decent coffee maker for the price, the shipping took a bit longer than expected.",3,neutral
517,"Best backpack I have ever bought, battery life is outstanding!",5,positive
586,"Works like a charm, delivery was super fast.",5,positive
941,"WORST OFFICE CHAIR EVER, IT STOPPED WORKING AFTER A WEEK.",1,negative
1106,"Worst monitor ever, the packaging was damaged. 😡",1,negative
200,"Waste of money, the water bottle the size was completely wrong. 👎",2,negative
914,"Waste of money, the charger there were missing parts.",2,negative
789,"It works, but there is nothing extra to mention.",3,neutral
1063,"Best office chair I have ever bought, it saved me so much time! 😊",4,positive
1088,"Very disappointed with teh t-shirt, customer support never responded.",1,negative
723,"Decent laptop for the price, the price is about average.",3,neutral
1064,"Do not buy this water bottle, the packaging was damaged.",2,negative
439,"I absolutely love this water bottle, it works perfectly and battery life is outstanding.",4,positive
919,"Highly recommend this running shoes, the build quality is excellent. ❤️",5,positive
84,"It's an average coffee maker, it works as described, nothing more.",3,neutral
628,"Fantastic quality coffee maker, it saved me so much time :)",4,positive
1151,"The wireless earbuds broke within days, the material feels cheap.",2,negative
1162,"Super happy with this purchase, the water bottle battery life is outstanding.",5,positive
622,"FANTASTIC QUALITY WATER BOTTLE, DELIVERY WAS SUPER FAST :) ❤️",5,positive
240,"It's an average smart watch, the instructions were a little unclear.",3,neutral
455,"WORST CHARGER EVER, CUSTOMER SUPPORT NEVER RESPONDED.",1,negative
695,"The laptop broke within days, customer support never responded.",1,negative
334,"The charger is amazing, the build quality is excellent.",4,positive
47,"Waste of money, the book it stopped working after a week.",1,negative
1004,"This t-shirt is terrible, it stopped working after a week.",2,negative
649,Five stars! The office chair the packaging was premium.,4,positive
18,"The t-shirt is okay, nothing special, there is nothing extra to mention.",3,neutral
330,"Standard charger, the instructions were a little unclear.",3,neutral
654,"The camera does what it says, some features were unnecessary.",3,neutral
739,"The monitor is amazing, the packaging was premium.",5,positive
193,"I absolutely love this gaming mouse, it works perfectly and the packaging was premium.",4,positive
677,"I regret buying this wireless earbuds, it did not match the description.",1,negative
424,"Works like a charm, it fits perfectly. 🔥",5,positive
528,"NEUTRAL EXPERIENCE OVERALL, THE SHIPPING TOOK A BIT LONGER THAN EXPECTED.",3,neutral
487,"This book exceeded my expectations, it fits perfectly.",4,positive
858,"The camera is fine I guess, the colour was slightly different than shown.",3,neutral
703,"gr8 value for money, this coffee maker it fits perfectly.",4,positive
634,"Works like a charm, it fits perfectly.",4,positive
463,"I absolutely love this gaming mouse, it works perfectly and customer service was very helpful.",4,positive
913,"Works like a charm, the build quality is excellent.",5,positive
1019,"Completely useless, it stopped working after a week.",2,negative
717,"It arrived on time, the phone case it does the basic job.",3,neutral
287,"Poor quality office chair, customer support never responded.",2,negative
544,"Works like a charm, it saved me so much time.",5,positive
126,"It works, but it is comparable to other brands.",3,neutral
885,"Decent smart watch for teh price, the instructions were a little unclear.",3,neutral
27,"The charger does what it says, it works as described, nothing more.",3,neutral
143,"Do not buy this coffee maker, it is overpriced for what you get.",1,negative
412,"Works like a charm, the build quality is excellent.",5,positive
836,"Waste of money, the wireless earbuds there were missing parts. 😢",2,negative
468,"STANDARD OFFICE CHAIR, IT LOOKS SIMILAR TO THE PICTURES.",3,neutral
4,"Best phone case I have ever bought, it fits perfectly!",5,positive
103,"Best laptop I have ever bought, customer service was very helpful!",4,positive
339,"Standard wireless earbuds, the colour was slightly different than shown.",3,neutral
1171,"Fantastic quality bluetooth speaker, the build quality is excellent :)",5,positive
59,"Completely useless, it did not match the description.",1,negative
626,"Poor quality camera, the size was completely wrong.",1,negative
388,"Fantastic quality smart watch, the packaging was premium :)",4,positive
409,"Great value for money, this book customer service was very helpful. 😊",5,positive
772,"Highly recommend this bluetooth speaker, the price was very reasonable for the quality.",4,positive
370,Five stars! teh t-shirt the packaging was premium. 😊,4,positive
246,"Standard t-shirt, some features were unnecessary.",3,neutral
323,"Not worth it at all, the material feels cheap :(",2,negative
1101,"The wireless earbuds does what it says, the shipping took a bit longer than expected.",3,neutral
699,"Neutral experience overall, some features were unnecessary.",3,neutral
380,"Waste of money, the charger teh battery drains too fast. 👎",2,negative
1178,"This gaming mouse is terrible, the battery drains too fast.",2,negative
440,"The bluetooth speaker broke within days, it arrived very late.",1,negative
619,"This coffee maker exceeded my expectations, battery life is outstanding.",5,positive
346,"Super happy with this purchase, teh charger it fits perfectly.",5,positive
1078,"I absolutely love this keyboard, it works perfectly and it looks even better in person.",4,positive
498,"Standard laptop, the shipping took a bit longer than expected.",3,neutral
1156,"The backpack is amazing, the sound quality is crisp.",4,positive
533,"Poor quality keyboard, it did not match the description.",2,negative
1105,"I absolutely love this camera, it works perfectly and the packaging was premium.",5,positive
1189,"This office chair exceeded my expectations, customer service was very helpful.",4,positive
1137,"The camera is fine I guess, the shipping took a bit longer than expected.",3,neutral
535,"This backpack exceeded my expectations, it saved me so much time. 😊",4,positive
1193,"The tablet broke within days, it is overpriced for what you get.",1,negative
830,"I regret buying this gaming mouse, teh size was completely wrong.",2,negative
43,"The running shoes is amazing, the price was very reasonable for the quality. 👍",4,positive
597,"Standard gaming mouse, the price is about average.",3,neutral
895,"Great value for money, this monitor it saved me so much time. ❤️",4,positive
8,"Do not buy this wireless earbuds, the packaging was damaged.",1,negative
921,"The monitor does what it says, the colour was slightly different than shown.",3,neutral
1096,"teh coffee maker is amazing, battery life is outstanding. ❤️",4,positive
63,"It arrived on time, teh wireless earbuds some features were unnecessary.",3,neutral
1158,"Not bad, not great, teh instructions were a little unclear.",3,neutral
104,"Very disappointed with the bluetooth speaker, there were missing parts.",1,negative
689,"Do not buy this t-shirt, it stopped working after a week. 😡",1,negative
1051,"Highly recommend this charger, delivery was super fast.",5,positive
904,"Best kitchen blender I have ever bought, it looks even better in person! 🔥",4,positive
241,"This t-shirt exceeded my expectations, the packaging was premium.",5,positive
600,"The book does what it says, the shipping took a bit longer than expected.",3,neutral
1120,"The desk lamp is amazing, the sound quality is crisp. 👍",4,positive
351,"It arrived on time, the phone case the colour was slightly different than shown.",3,neutral
66,"The backpack is okay, nothing special, it looks similar to the pictures.",3,neutral
284,"Waste of money, the kitchen blender it stopped working after a week.",2,negative
930,"Neutral experience overall, the price is about average.",3,neutral
1002,"The camera is fine I guess, the price is about average.",3,neutral
88,"Super happy with this purchase, the backpack customer service was very helpful.",5,positive
301,"Highly recommend this kitchen blender, the price was very reasonable for teh quality.",4,positive
1040,"I regret buying this wireless earbuds, it did not match the description. 👎",1,negative
171,"It works, but some features were unnecessary.",3,neutral
848,"Very disappointed with the tablet, teh battery drains too fast.",1,negative
849,"Neutral experience overall, it does the basic job.",3,neutral
640,"Super happy with this purchase, the running shoes teh packaging was premium.",4,positive
642,"Not bad, not great, it works as described, nothing more.",3,neutral
999,"It works, but it does the basic job.",3,neutral
933,"The keyboard does what it says, teh shipping took a bit longer than expected.",3,neutral
266,"teh charger broke within days, customer support never responded.",1,negative
197,"Very disappointed with the desk lamp, there were missing parts.",1,negative
981,"Neutral experience overall, some features were unnecessary.",3,neutral
1033,"This monitor exceeded my expectations, it fits perfectly. 🔥",5,positive
1072,"Highly recommend this keyboard, customer service was very helpful.",4,positive
61,"I absolutely love this charger, it works perfectly and it looks even better in person. ❤️",5,positive
1184,"The backpack broke within days, it is overpriced for what you get.",2,negative
816,"THE T-SHIRT DOES WHAT IT SAYS, THERE IS NOTHING EXTRA TO MENTION.",3,neutral
218,"Do not buy this laptop, it arrived very late.",1,negative
581,"The laptop broke within days, it arrived very late.",2,negative
462,"The backpack does what it says, the shipping took a bit longer than expected.",3,neutral
113,"Worst water bottle ever, it stopped working after a week. 😡",2,negative
515,"teh book broke within days, teh size was completely wrong. 😢",1,negative
187,"Super happy with this purchase, the kitchen blender the build quality is excellent.",5,positive
1076,"This monitor is terrible, customer support never responded.",2,negative
203,"The phone case broke within days, it did not match the description. 👎",1,negative
1108,"gr8 value for money, this water bottle customer service was very helpful. 😊",4,positive
721,Five stars! The desk lamp customer service was very helpful.,4,positive
191,"Waste of money, the wireless earbuds the battery drains too fast.",2,negative
946,"Best wireless earbuds I have ever bought, it looks even better in person!",4,positive
1021,Five stars! The backpack it looks even better in person.,5,positive
175,"FANTASTIC QUALITY WATER BOTTLE, IT SAVED ME SO MUCH TIME :) 👍",5,positive
442,"Best kitchen blender I have ever bought, delivery was super fast! 🔥",5,positive
751,"Best running shoes I have ever bought, battery life is outstanding! 🔥",5,positive
296,"Worst kitchen blender ever, the size was completely wrong.",1,negative
671,"Very disappointed with the running shoes, teh material feels cheap. 😡",2,negative
427,"GREAT VALUE FOR MONEY, THIS COFFEE MAKER DELIVERY WAS SUPER FAST.",5,positive
538,"Great value for money, this office chair the packaging was premium.",5,positive
428,"Do not buy this water bottle, the battery drains too fast.",1,negative
912,"Not bad, not great, it looks similar to the pictures.",3,neutral
793,"I absolutely love this desk lamp, it works perfectly and it looks even better in person.",4,positive
72,"The backpack does what it says, it does the basic job.",3,neutral
1157,"Worst smart watch ever, customer support never responded. 😢",2,negative
2,"Poor quality gaming mouse, it stopped working after a week. 👎",1,negative
1196,"Waste of money, the monitor it is overpriced for what you get. 😡",2,negative
173,"I regret buying this backpack, the material feels cheap.",1,negative
7,"FANTASTIC QUALITY KEYBOARD, BATTERY LIFE IS OUTSTANDING :)",5,positive
855,"It's an average running shoes, teh shipping took a bit longer than expected.",3,neutral
716,"This phone case is terrible, it did not match the description.",2,negative
1028,"Very disappointed with the book, teh material feels cheap.",1,negative
1014,"THE SMART WATCH IS FINE I GUESS, THE INSTRUCTIONS WERE A LITTLE UNCLEAR.",3,neutral
215,"This backpack is terrible, it did not match the description.",2,negative
767,"Poor quality tablet, there were missing parts.",2,negative
276,"The desk lamp does what it says, it is comparable to other brands.",3,neutral
147,"It arrived on time, teh camera the price is about average.",3,neutral
834,"Neutral experience overall, there is nothing extra to mention.",3,neutral
353,"Worst coffee maker ever, the battery drains too fast. 👎",2,negative
817,"GREAT VALUE FOR MONEY, THIS MONITOR THE SOUND QUALITY IS CRISP.",4,positive
1097,"I regret buying this book, it is overpriced for what you get.",2,negative
587,"Poor quality book, teh battery drains too fast.",1,negative
1093,Five stars! The smart watch the sound quality is crisp. 🔥,5,positive
112,"Works like a charm, the sound quality is crisp.",5,positive
92,"Worst desk lamp ever, it is overpriced for what you get.",1,negative
746,"Completely useless, customer support never responded. 👎",1,negative
771,"Standard t-shirt, it is comparable to other brands.",3,neutral
1136,"Do not buy this bluetooth speaker, customer support never responded.",1,negative
752,"Not worth it at all, it is overpriced for what you get :( 👎",1,negative
937,"Great value for money, this coffee maker the sound quality is crisp.",4,positive
871,"Best book I have ever bought, the packaging was premium!",4,positive
392,"Do not buy this backpack, customer support never responded.",2,negative
675,"Standard charger, the instructions were a little unclear.",3,neutral
546,"The phone case does what it says, some features were unnecessary.",3,neutral
949,"Works like a charm, the sound quality is crisp.",4,positive
310,"I absolutely love this kitchen blender, it works perfectly and it fits perfectly.",4,positive
709,"This coffee maker exceeded my expectations, battery life is outstanding.",5,positive
259,"Great value for money, this office chair the price was very reasonable for the quality.",5,positive
984,"THE GAMING MOUSE IS OKAY, NOTHING SPECIAL, SOME FEATURES WERE UNNECESSARY.",3,neutral
1057,Five stars! The book delivery was super fast.,5,positive
1194,"Standard coffee maker, the price is about average.",3,neutral
434,"Not worth it at all, it is overpriced for what you get :( 👎",2,negative
194,"Worst keyboard ever, teh packaging was damaged.",2,negative
531,"IT'S AN AVERAGE BOOK, SOME FEATURES WERE UNNECESSARY.",3,neutral
83,"Not worth it at all, it is overpriced for what you get :(",1,negative
601,"Great value for money, this running shoes customer service was very helpful.",5,positive
899,"Not worth it at all, the material feels cheap :(",2,negative
1003,"Works like a charm, delivery was super fast.",5,positive
954,"It's an average smart watch, it is comparable to other brands.",3,neutral
729,"It works, but it does the basic job.",3,neutral
660,"Not bad, not great, some features were unnecessary.",3,neutral
95,"Completely useless, there were missing parts.",2,negative
922,"Works like a charm, delivery was super fast. ❤️",5,positive
120,"The kitchen blender is okay, nothing special, it works as described, nothing more.",3,neutral
1042,"This tablet exceeded my expectations, it saved me so much time.",5,positive
166,"This backpack exceeded my expectations, customer service was very helpful.",5,positive
862,"This monitor exceeded my expectations, the packaging was premium.",4,positive
1053,"The camera is okay, nothing special, it is comparable to other brands.",3,neutral
593,"Completely useless, there were missing parts. 😡",1,negative
617,"This tablet is terrible, it is overpriced for what you get. 👎",1,negative
254,"I regret buying this coffee maker, the material feels cheap.",1,negative
261,"Decent gaming mouse for the price, the shipping took a bit longer than expected.",3,neutral
151,"This bluetooth speaker exceeded my expectations, the sound quality is crisp.",4,positive
698,"I regret buying this charger, the material feels cheap.",2,negative
467,"Poor quality camera, the size was completely wrong.",1,negative
620,"Do not buy this office chair, it arrived very late.",1,negative
268,"Best tablet I have ever bought, the packaging was premium!",5,positive
152,"THIS LAPTOP IS TERRIBLE, IT DID NOT MATCH THE DESCRIPTION.",2,negative
1133,"The camera broke within days, there were missing parts.",2,negative
682,"The water bottle is amazing, it looks even better in person.",4,positive
715,"Works like a charm, it looks even better in person.",5,positive
29,"This t-shirt is terrible, teh packaging was damaged. 😢",1,negative
693,"Not bad, not great, the shipping took a bit longer than expected.",3,neutral
724,"Fantastic quality bluetooth speaker, teh build quality is excellent :)",4,positive
647,"teh bluetooth speaker broke within days, it arrived very late.",2,negative
371,"Do not buy this office chair, there were missing parts. 👎",2,negative
833,"The gaming mouse broke within days, it arrived very late.",1,negative
36,"IT WORKS, BUT IT LOOKS SIMILAR TO THE PICTURES.",3,neutral
490,"Best monitor I have ever bought, teh price was very reasonable for the quality!",5,positive
249,"It works, but there is nothing extra to mention.",3,neutral
253,"Fantastic quality smart watch, it fits perfectly :)",5,positive
754,"BEST KEYBOARD I HAVE EVER BOUGHT, IT FITS PERFECTLY!",4,positive
